44,Dinosaur battery-powered slippers (Green) M,4,,Clothing,1,15.000,32.00,47.84,0.350
45,Dinosaur battery-powered slippers (Green) L,4,,Clothing,1,15.000,32.00,47.84,0.350
46,Dinosaur battery-powered slippers (Green) XL,4,,Clothing,1,15.000,32.00,47.84,0.400
47,Ogre battery-powered slippers (Green) S,4,,Clothing,1,15.000,32.00,47.84,0.350
48,Ogre battery-powered slippers (Green) M,4,,Clothing,1,15.000,32.00,47.84,0.350
49,Ogre battery-powered slippers (Green) L,4,,Clothing,1,15.000,32.00,47.84,0.350
50,Ogre battery-powered slippers (Green) XL,4,,Clothing,1,15.000,32.00,47.84,0.400
51,Plush shark slippers (Gray) S,4,Steel Gray,Clothing,1,15.000,32.00,47.84,0.350
52,Plush shark slippers (Gray) M,4,Steel Gray,Clothing,1,15.000,32.00,47.84,0.350
53,Plush shark slippers (Gray) L,4,Steel Gray,Clothing,1,15.000,32.00,47.84,0.350
54,Plush shark slippers (Gray) XL,4,Steel Gray,Clothing,1,15.000,32.00,47.84,0.400
55,Furry gorilla with big eyes slippers (Black) S,4,Black,Clothing,1,15.000,32.00,47.84,0.350
56,Furry gorilla with big eyes slippers (Black) M,4,Black,Clothing,1,15.000,32.00,47.84,0.350
57,Furry gorilla with big eyes slippers (Black) L,4,Black,Clothing,1,15.000,32.00,47.84,0.350
58,Furry gorilla with big eyes slippers (Black) XL,4,Black,Clothing,1,15.000,32.00,47.84,0.400
59,Animal with big feet slippers (Brown) S,4,,Clothing,1,15.000,32.00,47.84,0.350
60,Animal with big feet slippers (Brown) M,4,,Clothing,1,15.000,32.00,47.84,0.350
61,Animal with big feet slippers (Brown) L,4,,Clothing,1,15.000,32.00,47.84,0.350
62,Animal with big feet slippers (Brown) XL,4,,Clothing,1,15.000,32.00,47.84,0.400
63,Furry animal socks (Pink) S,4,,Clothing,12,15.000,5.00,7.48,0.100
64,Furry animal socks (Pink) M,4,,Clothing,12,15.000,5.00,7.48,0.100
65,Furry animal socks (Pink) L,4,,Clothing,12,15.000,5.00,7.48,0.100
66,Furry animal socks (Pink) XL,4,,Clothing,12,15.000,5.00,7.48,0.100
67,Halloween zombie mask (Light Brown) S,4,Light Brown,Clothing,12,15.000,18.00,26.91,0.300
68,Halloween zombie mask (Light Brown) M,4,Light Brown,Clothing,12,15.000,18.00,26.91,0.300
69,Halloween zombie mask (Light Brown) L,4,Light Brown,Clothing,12,15.000,18.00,26.91,0.300
70,Halloween zombie mask (Light Brown) XL,4,Light Brown,Clothing,12,15.000,18.00,26.91,0.300
71,Halloween skull mask (Gray) S,4,Steel Gray,Clothing,12,15.000,18.00,26.91,0.300
72,Halloween skull mask (Gray) M,4,Steel Gray,Clothing,12,15.000,18.00,26.91,0.300
73,Halloween skull mask (Gray) L,4,Steel Gray,Clothing,12,15.000,18.00,26.91,0.300
74,Halloween skull mask (Gray) XL,4,Steel Gray,Clothing,12,15.000,18.00,26.91,0.300
75,USB missile launcher (Green),12,,Computing Novelties,1,15.000,25.00,37.38,0.300
76,USB rocket launcher (Gray),12,Steel Gray,Computing Novelties,1,15.000,25.00,37.38,0.300
77,Office cube periscope (Black),12,Black,Computing Novelties,10,15.000,18.50,27.66,0.250
78,USB food flash drive - sushi roll,12,,Computing Novelties,1,15.000,32.00,47.84,0.050
79,USB food flash drive - hamburger,12,,Computing Novelties,1,15.000,32.00,47.84,0.050
80,USB food flash drive - hot dog,12,,Computing Novelties,1,15.000,32.00,47.84,0.050
81,USB food flash drive - pizza slice,12,,Computing Novelties,1,15.000,32.00,47.84,0.050
82,USB food flash drive - dim sum 10 drive variety pack,12,,Computing Novelties,1,15.000,240.00,358.80,0.500
83,USB food flash drive - banana,12,,Computing Novelties,1,15.000,32.00,47.84,0.050
84,USB food flash drive - chocolate bar,12,,Computing Novelties,1,15.000,32.00,47.84,0.050
85,USB food flash drive - cookie,12,,Computing Novelties,1,15.000,32.00,47.84,0.050
86,USB food flash drive - donut,12,,Computing Novelties,1,15.000,32.00,47.84,0.050
87,USB food flash drive - shrimp cocktail,12,,Computing Novelties,1,15.000,32.00,47.84,0.050
88,USB food flash drive - fortune cookie,12,,Computing Novelties,1,15.000,32.00,47.84,0.050
89,USB food flash drive - dessert 10 drive variety pack,12,,Computing Novelties,1,15.000,240.00,358.80,0.500
90,DBA joke mug - mind if I join you? (White),5,White,Computing Novelties,1,15.000,13.00,19.44,0.150
91,DBA joke mug - mind if I join you? (Black),5,Black,Computing Novelties,1,15.000,13.00,19.44,0.150
92,DBA joke mug - daaaaaa-ta (White),5,White,Computing Novelties,1,15.000,13.00,19.44,0.150
93,DBA joke mug - daaaaaa-ta (Black),5,Black,Computing Novelties,1,15.000,13.00,19.44,0.150
94,DBA joke mug - you might be a DBA if (White),5,White,Computing Novelties,1,15.000,13.00,19.44,0.150
95,DBA joke mug - you might be a DBA if (Black),5,Black,Computing Novelties,1,15.000,13.00,19.44,0.150
96,DBA joke mug - it depends (White),5,White,Computing Novelties,1,15.000,13.00,19.44,0.150
97,DBA joke mug - it depends (Black),5,Black,Computing Novelties,1,15.000,13.00,19.44,0.150
98,DBA joke mug - I will get you in order (White),5,White,Computing Novelties,1,15.000,13.00,19.44,0.150
99,DBA joke mug - I will get you in order (Black),5,Black,Computing Novelties,1,15.000,13.00,19.44,0.150
100,DBA joke mug - SELECT caffeine FROM mug (White),5,White,Computing Novelties,1,15.000,13.00,19.44,0.150
101,DBA joke mug - SELECT caffeine FROM mug (Black),5,Black,Computing Novelties,1,15.000,13.00,19.44,0.150
102,DBA joke mug - two types of DBAs (White),5,White,Computing Novelties,1,15.000,13.00,19.44,0.150
103,DBA joke mug - two types of DBAs (Black),5,Black,Computing Novelties,1,15.000,13.00,19.44,0.150
104,Developer joke mug - Oct 31 = Dec 25 (White),5,White,Computing Novelties,1,15.000,13.00,19.44,0.150
105,Developer joke mug - Oct 31 = Dec 25 (Black),5,Black,Computing Novelties,1,15.000,13.00,19.44,0.150
106,Developer joke mug - that's a hardware problem (White),5,White,Computing Novelties,1,15.000,13.00,19.44,0.150
107,Developer joke mug - that's a hardware problem (Black),5,Black,Computing Novelties,1,15.000,13.00,19.44,0.150
108,Developer joke mug - fun was unexpected at this time (White),5,White,Computing Novelties,1,15.000,13.00,19.44,0.150
109,Developer joke mug - fun was unexpected at this time (Black),5,Black,Computing Novelties,1,15.000,13.00,19.44,0.150
110,Developer joke mug - when your hammer is C++ (White),5,White,Computing Novelties,1,15.000,13.00,19.44,0.150
111,Developer joke mug - when your hammer is C++ (Black),5,Black,Computing Novelties,1,15.000,13.00,19.44,0.150
112,Developer joke mug - inheritance is the OO way to become wealthy (White),5,White,Computing Novelties,1,15.000,13.00,19.44,0.150
113,Developer joke mug - inheritance is the OO way to become wealthy (Black),5,Black,Computing Novelties,1,15.000,13.00,19.44,0.150
114,Developer joke mug - (hip, hip, array) (White),5,White,Computing Novelties,1,15.000,13.00,19.44,0.150
115,Developer joke mug - (hip, hip, array) (Black),5,Black,Computing Novelties,1,15.000,13.00,19.44,0.150
116,Developer joke mug - understanding recursion requires understanding recursion (White),5,White,Computing Novelties,1,15.000,13.00,19.44,0.150
117,Developer joke mug - understanding recursion requires understanding recursion (Black),5,Black,Computing Novelties,1,15.000,13.00,19.44,0.150
118,Developer joke mug - there are 10 types of people in the world (White),5,White,Computing Novelties,1,15.000,13.00,19.44,0.150
119,Developer joke mug - there are 10 types of people in the world (Black),5,Black,Computing Novelties,1,15.000,13.00,19.44,0.150
120,Developer joke mug - a foo walks into a bar (White),5,White,Computing Novelties,1,15.000,13.00,19.44,0.150
121,Developer joke mug - a foo walks into a bar (Black),5,Black,Computing Novelties,1,15.000,13.00,19.44,0.150
122,Developer joke mug - this code was generated by a tool (White),5,White,Computing Novelties,1,15.000,13.00,19.44,0.150
123,Developer joke mug - this code was generated by a tool (Black),5,Black,Computing Novelties,1,15.000,13.00,19.44,0.150
124,Developer joke mug - old C developers never die (White),5,White,Computing Novelties,1,15.000,13.00,19.44,0.150
125,Developer joke mug - old C developers never die (Black),5,Black,Computing Novelties,1,15.000,13.00,19.44,0.150
126,IT joke mug - keyboard not found … press F1 to continue (White),5,White,Computing Novelties,1,15.000,13.00,19.44,0.150
127,IT joke mug - keyboard not found … press F1 to continue (Black),5,Black,Computing Novelties,1,15.000,13.00,19.44,0.150
128,IT joke mug - that behavior is by design (White),5,White,Computing Novelties,1,15.000,13.00,19.44,0.150
129,IT joke mug - that behavior is by design (Black),5,Black,Computing Novelties,1,15.000,13.00,19.44,0.150
130,IT joke mug - hardware: part of the computer that can be kicked (White),5,White,Computing Novelties,1,15.000,13.00,19.44,0.150
131,IT joke mug - hardware: part of the computer that can be kicked (Black),5,Black,Computing Novelties,1,15.000,13.00,19.44,0.150
132,The Gu red shirt XML tag t-shirt (White) 3XS,4,White,Computing Novelties,12,15.000,18.00,26.91,0.250
133,The Gu red shirt XML tag t-shirt (White) XXS,4,White,Computing Novelties,12,15.000,18.00,26.91,0.250
134,The Gu red shirt XML tag t-shirt (White) XS,4,White,Computing Novelties,12,15.000,18.00,26.91,0.250
135,The Gu red shirt XML tag t-shirt (White) S,4,White,Computing Novelties,12,15.000,18.00,26.91,0.300
136,The Gu red shirt XML tag t-shirt (White) M,4,White,Computing Novelties,12,15.000,18.00,26.91,0.350
137,The Gu red shirt XML tag t-shirt (White) L,4,White,Computing Novelties,12,15.000,18.00,26.91,0.350
138,The Gu red shirt XML tag t-shirt (White) XL,4,White,Computing Novelties,12,15.000,18.00,26.91,0.350
139,The Gu red shirt XML tag t-shirt (White) XXL,4,White,Computing Novelties,12,15.000,18.00,26.91,0.400
140,The Gu red shirt XML tag t-shirt (White) 3XL,4,White,Computing Novelties,12,15.000,18.00,26.91,0.400
141,The Gu red shirt XML tag t-shirt (White) 4XL,4,White,Computing Novelties,12,15.000,18.00,26.91,0.400
142,The Gu red shirt XML tag t-shirt (White) 5XL,4,White,Computing Novelties,12,15.000,18.00,26.91,0.400
143,The Gu red shirt XML tag t-shirt (White) 6XL,4,White,Computing Novelties,12,15.000,18.00,26.91,0.400
144,The Gu red shirt XML tag t-shirt (White) 7XL,4,White,Computing Novelties,12,15.000,18.00,26.91,0.450
145,The Gu red shirt XML tag t-shirt (Black) 3XS,4,Black,Computing Novelties,12,15.000,18.00,26.91,0.250
146,The Gu red shirt XML tag t-shirt (Black) XXS,4,Black,Computing Novelties,12,15.000,18.00,26.91,0.250
147,The Gu red shirt XML tag t-shirt (Black) XS,4,Black,Computing Novelties,12,15.000,18.00,26.91,0.250
148,The Gu red shirt XML tag t-shirt (Black) S,4,Black,Computing Novelties,12,15.000,18.00,26.91,0.300
149,The Gu red shirt XML tag t-shirt (Black) M,4,Black,Computing Novelties,12,15.000,18.00,26.91,0.350
150,The Gu red shirt XML tag t-shirt (Black) L,4,Black,Computing Novelties,12,15.000,18.00,26.91,0.350
151,The Gu red shirt XML tag t-shirt (Black) XL,4,Black,Computing Novelties,12,15.000,18.00,26.91,0.350
152,The Gu red shirt XML tag t-shirt (Black) XXL,4,Black,Computing Novelties,12,15.000,18.00,26.91,0.400
153,The Gu red shirt XML tag t-shirt (Black) 3XL,4,Black,Computing Novelties,12,15.000,18.00,26.91,0.400
154,The Gu red shirt XML tag t-shirt (Black) 4XL,4,Black,Computing Novelties,12,15.000,18.00,26.91,0.400
155,The Gu red shirt XML tag t-shirt (Black) 5XL,4,Black,Computing Novelties,12,15.000,18.00,26.91,0.400
156,The Gu red shirt XML tag t-shirt (Black) 6XL,4,Black,Computing Novelties,12,15.000,18.00,26.91,0.400
157,The Gu red shirt XML tag t-shirt (Black) 7XL,4,Black,Computing Novelties,12,15.000,18.00,26.91,0.450
158,Dinosaur battery-powered slippers (Green) S,4,,Furry Footwear,1,15.000,32.00,47.84,0.350
159,Dinosaur battery-powered slippers (Green) M,4,,Furry Footwear,1,15.000,32.00,47.84,0.350
160,Dinosaur battery-powered slippers (Green) L,4,,Furry Footwear,1,15.000,32.00,47.84,0.350
161,Dinosaur battery-powered slippers (Green) XL,4,,Furry Footwear,1,15.000,32.00,47.84,0.400
162,Ogre battery-powered slippers (Green) S,4,,Furry Footwear,1,15.000,32.00,47.84,0.350
163,Ogre battery-powered slippers (Green) M,4,,Furry Footwear,1,15.000,32.00,47.84,0.350
164,Ogre battery-powered slippers (Green) L,4,,Furry Footwear,1,15.000,32.00,47.84,0.350
165,Ogre battery-powered slippers (Green) XL,4,,Furry Footwear,1,15.000,32.00,47.84,0.400
166,Plush shark slippers (Gray) S,4,Steel Gray,Furry Footwear,1,15.000,32.00,47.84,0.350
167,Plush shark slippers (Gray) M,4,Steel Gray,Furry Footwear,1,15.000,32.00,47.84,0.350
168,Plush shark slippers (Gray) L,4,Steel Gray,Furry Footwear,1,15.000,32.00,47.84,0.350
169,Plush shark slippers (Gray) XL,4,Steel Gray,Furry Footwear,1,15.000,32.00,47.84,0.400
170,Furry gorilla with big eyes slippers (Black) S,4,Black,Furry Footwear,1,15.000,32.00,47.84,0.350
171,Furry gorilla with big eyes slippers (Black) M,4,Black,Furry Footwear,1,15.000,32.00,47.84,0.350
172,Furry gorilla with big eyes slippers (Black) L,4,Black,Furry Footwear,1,15.000,32.00,47.84,0.350
173,Furry gorilla with big eyes slippers (Black) XL,4,Black,Furry Footwear,1,15.000,32.00,47.84,0.400
174,Animal with big feet slippers (Brown) S,4,,Furry Footwear,1,15.000,32.00,47.84,0.350
175,Animal with big feet slippers (Brown) M,4,,Furry Footwear,1,15.000,32.00,47.84,0.350
176,Animal with big feet slippers (Brown) L,4,,Furry Footwear,1,15.000,32.00,47.84,0.350
177,Animal with big feet slippers (Brown) XL,4,,Furry Footwear,1,15.000,32.00,47.84,0.400
178,Furry animal socks (Pink) S,4,,Furry Footwear,12,15.000,5.00,7.48,0.100
179,Furry animal socks (Pink) M,4,,Furry Footwear,12,15.000,5.00,7.48,0.100
180,Furry animal socks (Pink) L,4,,Furry Footwear,12,15.000,5.00,7.48,0.100
181,Furry animal socks (Pink) XL,4,,Furry Footwear,12,15.000,5.00,7.48,0.100
182,DBA joke mug - mind if I join you? (White),5,White,Mugs,1,15.000,13.00,19.44,0.150
183,DBA joke mug - mind if I join you? (Black),5,Black,Mugs,1,15.000,13.00,19.44,0.150
184,DBA joke mug - daaaaaa-ta (White),5,White,Mugs,1,15.000,13.00,19.44,0.150
185,DBA joke mug - daaaaaa-ta (Black),5,Black,Mugs,1,15.000,13.00,19.44,0.150
186,DBA joke mug - you might be a DBA if (White),5,White,Mugs,1,15.000,13.00,19.44,0.150
187,DBA joke mug - you might be a DBA if (Black),5,Black,Mugs,1,15.000,13.00,19.44,0.150
188,DBA joke mug - it depends (White),5,White,Mugs,1,15.000,13.00,19.44,0.150
189,DBA joke mug - it depends (Black),5,Black,Mugs,1,15.000,13.00,19.44,0.150
190,DBA joke mug - I will get you in order (White),5,White,Mugs,1,15.000,13.00,19.44,0.150
191,DBA joke mug - I will get you in order (Black),5,Black,Mugs,1,15.000,13.00,19.44,0.150
192,DBA joke mug - SELECT caffeine FROM mug (White),5,White,Mugs,1,15.000,13.00,19.44,0.150
193,DBA joke mug - SELECT caffeine FROM mug (Black),5,Black,Mugs,1,15.000,13.00,19.44,0.150
194,DBA joke mug - two types of DBAs (White),5,White,Mugs,1,15.000,13.00,19.44,0.150
195,DBA joke mug - two types of DBAs (Black),5,Black,Mugs,1,15.000,13.00,19.44,0.150
196,Developer joke mug - Oct 31 = Dec 25 (White),5,White,Mugs,1,15.000,13.00,19.44,0.150
197,Developer joke mug - Oct 31 = Dec 25 (Black),5,Black,Mugs,1,15.000,13.00,19.44,0.150
198,Developer joke mug - that's a hardware problem (White),5,White,Mugs,1,15.000,13.00,19.44,0.150
199,Developer joke mug - that's a hardware problem (Black),5,Black,Mugs,1,15.000,13.00,19.44,0.150
200,Developer joke mug - fun was unexpected at this time (White),5,White,Mugs,1,15.000,13.00,19.44,0.150
201,Developer joke mug - fun was unexpected at this time (Black),5,Black,Mugs,1,15.000,13.00,19.44,0.150
202,Developer joke mug - when your hammer is C++ (White),5,White,Mugs,1,15.000,13.00,19.44,0.150
203,Developer joke mug - when your hammer is C++ (Black),5,Black,Mugs,1,15.000,13.00,19.44,0.150
204,Developer joke mug - inheritance is the OO way to become wealthy (White),5,White,Mugs,1,15.000,13.00,19.44,0.150
205,Developer joke mug - inheritance is the OO way to become wealthy (Black),5,Black,Mugs,1,15.000,13.00,19.44,0.150
206,Developer joke mug - (hip, hip, array) (White),5,White,Mugs,1,15.000,13.00,19.44,0.150
207,Developer joke mug - (hip, hip, array) (Black),5,Black,Mugs,1,15.000,13.00,19.44,0.150
208,Developer joke mug - understanding recursion requires understanding recursion (White),5,White,Mugs,1,15.000,13.00,19.44,0.150
209,Developer joke mug - understanding recursion requires understanding recursion (Black),5,Black,Mugs,1,15.000,13.00,19.44,0.150
210,Developer joke mug - there are 10 types of people in the world (White),5,White,Mugs,1,15.000,13.00,19.44,0.150
211,Developer joke mug - there are 10 types of people in the world (Black),5,Black,Mugs,1,15.000,13.00,19.44,0.150
212,Developer joke mug - a foo walks into a bar (White),5,White,Mugs,1,15.000,13.00,19.44,0.150
213,Developer joke mug - a foo walks into a bar (Black),5,Black,Mugs,1,15.000,13.00,19.44,0.150
214,Developer joke mug - this code was generated by a tool (White),5,White,Mugs,1,15.000,13.00,19.44,0.150
215,Developer joke mug - this code was generated by a tool (Black),5,Black,Mugs,1,15.000,13.00,19.44,0.150
216,Developer joke mug - old C developers never die (White),5,White,Mugs,1,15.000,13.00,19.44,0.150
217,Developer joke mug - old C developers never die (Black),5,Black,Mugs,1,15.000,13.00,19.44,0.150
218,IT joke mug - keyboard not found … press F1 to continue (White),5,White,Mugs,1,15.000,13.00,19.44,0.150
219,IT joke mug - keyboard not found … press F1 to continue (Black),5,Black,Mugs,1,15.000,13.00,19.44,0.150
220,IT joke mug - that behavior is by design (White),5,White,Mugs,1,15.000,13.00,19.44,0.150
221,IT joke mug - that behavior is by design (Black),5,Black,Mugs,1,15.000,13.00,19.44,0.150
222,IT joke mug - hardware: part of the computer that can be kicked (White),5,White,Mugs,1,15.000,13.00,19.44,0.150
223,IT joke mug - hardware: part of the computer that can be kicked (Black),5,Black,Mugs,1,15.000,13.00,19.44,0.150
224,USB missile launcher (Green),12,,Novelty Items,1,15.000,25.00,37.38,0.300
225,USB rocket launcher (Gray),12,Steel Gray,Novelty Items,1,15.000,25.00,37.38,0.300
226,Office cube periscope (Black),12,Black,Novelty Items,10,15.000,18.50,27.66,0.250
227,USB food flash drive - sushi roll,12,,Novelty Items,1,15.000,32.00,47.84,0.050
228,USB food flash drive - hamburger,12,,Novelty Items,1,15.000,32.00,47.84,0.050
229,USB food flash drive - hot dog,12,,Novelty Items,1,15.000,32.00,47.84,0.050
230,USB food flash drive - pizza slice,12,,Novelty Items,1,15.000,32.00,47.84,0.050
231,USB food flash drive - dim sum 10 drive variety pack,12,,Novelty Items,1,15.000,240.00,358.80,0.500
232,USB food flash drive - banana,12,,Novelty Items,1,15.000,32.00,47.84,0.050
233,USB food flash drive - chocolate bar,12,,Novelty Items,1,15.000,32.00,47.84,0.050
234,USB food flash drive - cookie,12,,Novelty Items,1,15.000,32.00,47.84,0.050
235,USB food flash drive - donut,12,,Novelty Items,1,15.000,32.00,47.84,0.050
236,USB food flash drive - shrimp cocktail,12,,Novelty Items,1,15.000,32.00,47.84,0.050
237,USB food flash drive - fortune cookie,12,,Novelty Items,1,15.000,32.00,47.84,0.050
238,USB food flash drive - dessert 10 drive variety pack,12,,Novelty Items,1,15.000,240.00,358.80,0.500
239,DBA joke mug - mind if I join you? (White),5,White,Novelty Items,1,15.000,13.00,19.44,0.150
240,DBA joke mug - mind if I join you? (Black),5,Black,Novelty Items,1,15.000,13.00,19.44,0.150
241,DBA joke mug - daaaaaa-ta (White),5,White,Novelty Items,1,15.000,13.00,19.44,0.150
242,DBA joke mug - daaaaaa-ta (Black),5,Black,Novelty Items,1,15.000,13.00,19.44,0.150
243,DBA joke mug - you might be a DBA if (White),5,White,Novelty Items,1,15.000,13.00,19.44,0.150
244,DBA joke mug - you might be a DBA if (Black),5,Black,Novelty Items,1,15.000,13.00,19.44,0.150
245,DBA joke mug - it depends (White),5,White,Novelty Items,1,15.000,13.00,19.44,0.150
246,DBA joke mug - it depends (Black),5,Black,Novelty Items,1,15.000,13.00,19.44,0.150
247,DBA joke mug - I will get you in order (White),5,White,Novelty Items,1,15.000,13.00,19.44,0.150
248,DBA joke mug - I will get you in order (Black),5,Black,Novelty Items,1,15.000,13.00,19.44,0.150
249,DBA joke mug - SELECT caffeine FROM mug (White),5,White,Novelty Items,1,15.000,13.00,19.44,0.150
250,DBA joke mug - SELECT caffeine FROM mug (Black),5,Black,Novelty Items,1,15.000,13.00,19.44,0.150
251,DBA joke mug - two types of DBAs (White),5,White,Novelty Items,1,15.000,13.00,19.44,0.150
252,DBA joke mug - two types of DBAs (Black),5,Black,Novelty Items,1,15.000,13.00,19.44,0.150
253,Developer joke mug - Oct 31 = Dec 25 (White),5,White,Novelty Items,1,15.000,13.00,19.44,0.150
254,Developer joke mug - Oct 31 = Dec 25 (Black),5,Black,Novelty Items,1,15.000,13.00,19.44,0.150
255,Developer joke mug - that's a hardware problem (White),5,White,Novelty Items,1,15.000,13.00,19.44,0.150
256,Developer joke mug - that's a hardware problem (Black),5,Black,Novelty Items,1,15.000,13.00,19.44,0.150
257,Developer joke mug - fun was unexpected at this time (White),5,White,Novelty Items,1,15.000,13.00,19.44,0.150
258,Developer joke mug - fun was unexpected at this time (Black),5,Black,Novelty Items,1,15.000,13.00,19.44,0.150
259,Developer joke mug - when your hammer is C++ (White),5,White,Novelty Items,1,15.000,13.00,19.44,0.150
260,Developer joke mug - when your hammer is C++ (Black),5,Black,Novelty Items,1,15.000,13.00,19.44,0.150
261,Developer joke mug - inheritance is the OO way to become wealthy (White),5,White,Novelty Items,1,15.000,13.00,19.44,0.150
262,Developer joke mug - inheritance is the OO way to become wealthy (Black),5,Black,Novelty Items,1,15.000,13.00,19.44,0.150
263,Developer joke mug - (hip, hip, array) (White),5,White,Novelty Items,1,15.000,13.00,19.44,0.150
264,Developer joke mug - (hip, hip, array) (Black),5,Black,Novelty Items,1,15.000,13.00,19.44,0.150
265,Developer joke mug - understanding recursion requires understanding recursion (White),5,White,Novelty Items,1,15.000,13.00,19.44,0.150
266,Developer joke mug - understanding recursion requires understanding recursion (Black),5,Black,Novelty Items,1,15.000,13.00,19.44,0.150
267,Developer joke mug - there are 10 types of people in the world (White),5,White,Novelty Items,1,15.000,13.00,19.44,0.150
268,Developer joke mug - there are 10 types of people in the world (Black),5,Black,Novelty Items,1,15.000,13.00,19.44,0.150
269,Developer joke mug - a foo walks into a bar (White),5,White,Novelty Items,1,15.000,13.00,19.44,0.150
270,Developer joke mug - a foo walks into a bar (Black),5,Black,Novelty Items,1,15.000,13.00,19.44,0.150
271,Developer joke mug - this code was generated by a tool (White),5,White,Novelty Items,1,15.000,13.00,19.44,0.150
272,Developer joke mug - this code was generated by a tool (Black),5,Black,Novelty Items,1,15.000,13.00,19.44,0.150
273,Developer joke mug - old C developers never die (White),5,White,Novelty Items,1,15.000,13.00,19.44,0.150
274,Developer joke mug - old C developers never die (Black),5,Black,Novelty Items,1,15.000,13.00,19.44,0.150
